ip,anonymityLevel,asn,country,isp,latency,org,port,protocols,responseTime,speed,updated_at,upTime,upTimeSuccessCount,upTimeTryCount
"109.188.79.159","elite","AS25159","RU","MSK SCARTEL network - FixedIP","71","N/A","4145","socks5","1259","17","2023-03-09T11:07:30.408Z","100","1159","1164"
"119.91.214.119","elite","AS45090","CN","China Internet Network Information Center","210","Tencent cloud computing (Beijing) Co., Ltd.","3389","socks5","52","13","2023-03-09T11:08:16.552Z","90","1029","1140"
"109.87.183.226","elite","AS13188","UA","Triolan","47","N/A","4145","socks5","1206","13","2023-03-09T11:05:20.774Z","86","1006","1164"
"185.6.10.3","elite","AS12552","SE","GlobalConnect AB","35","Internet Vikings International AB","21619","socks5","1170","12","2023-03-09T11:01:44.966Z","100","1133","1133"
"116.62.240.85","elite","AS37963","CN","CNC Group CHINA169 Fujian Province Network","205","Beijing Kuancom Network Technology Co., Ltd.","7890","socks5","1166","8","2023-03-09T11:02:27.982Z","86","971","1128"
"115.76.248.226","elite","AS7552","VN","VIETELGPRS","188","GPRS Services","8080","socks5","997","7","2023-03-09T11:04:52.938Z","49","530","1090"
"139.59.61.193","elite","AS14061","IN","DIGITALOCEAN","141","DigitalOcean, LLC","30199","socks5","507","6","2023-03-09T11:07:54.883Z","100","1156","1157"
"117.242.224.163","elite","AS9829","IN","BSNL Internet","215","N/A","5678","socks5","1160","6","2023-03-09T11:05:11.397Z","52","599","1163"
"196.216.67.2","elite","AS30844","KE","Liquid Telecommunications Ltd","178","LTK KE SME","5678","socks5","873","5","2023-03-09T11:07:10.465Z","49","545","1105"
"147.139.133.15","elite","AS45102","ID","Alibaba.com LLC","162","ALICLOUD-ID","61524","socks5","1011","5","2023-03-09T11:03:54.323Z","100","1189","1194"
"165.227.141.215","elite","AS14061","DE","DigitalOcean, LLC","22","DigitalOcean, LLC","31517","socks5","1252","5","2023-03-09T11:03:12.692Z","100","1114","1114"
"138.197.203.84","elite","AS14061","CA","DigitalOcean, LLC","149","Digital Ocean","7497","socks5","551","4","2023-03-09T11:07:34.505Z","100","1159","1161"
"103.233.152.180","elite","AS17451","ID","BIZNET","204","N/A","1080","socks5","1079","4","2023-03-09T11:04:52.285Z","98","1184","1208"
"128.65.176.170","elite","AS43754","IR","Asiatech Data Transmission company","147","Asiatech Data Transmission Co.","80","socks5","1135","4","2023-03-09T11:05:06.748Z","89","996","1124"
"51.195.209.238","elite","AS16276","GB","OVH SAS","9","Canya Eric","1080","socks5","1251","4","2023-03-09T11:06:16.142Z","98","1152","1179"
"217.12.201.56","elite","AS21100","NL","ITL LLC","11","Green Floid LLC","11337","socks5","1081","4","2023-03-09T11:04:55.826Z","100","1206","1211"
"146.66.138.242","elite","AS201735","ES","PROPHASE ELECTRONICS, S.L.","68","Wifibaleares","8080","socks5","1244","4","2023-03-09T11:05:12.966Z","98","1118","1136"
"75.119.204.161","elite","AS26347","US","New Dream Network, LLC","150","New Dream Network, LLC","7028","socks5","1095","4","2023-03-09T11:04:19.397Z","100","1172","1172"
"80.210.58.174","elite","AS58224","IR","TIC","115","Telecommunication Company of Tehran","5678","socks5","579","3","2023-03-09T11:01:07.447Z","39","462","1200"
"209.97.160.204","elite","AS14061","SG","DigitalOcean, LLC","166","DigitalOcean, LLC","3103","socks5","1048","3","2023-03-09T11:03:07.099Z","100","1198","1204"
"5.9.155.14","elite","AS24940","DE","Hetzner Online GmbH","16","Hetzner","30000","socks5","1153","3","2023-03-09T11:05:01.662Z","100","1098","1098"
"51.255.219.244","elite","AS16276","FR","OVH SAS","5","berdin stephane","7497","socks5","949","3","2023-03-09T11:01:59.142Z","100","1168","1168"
"91.121.79.58","elite","AS16276","FR","OVH SAS","5","OVH ISP","2499","socks5","908","3","2023-03-09T11:06:58.583Z","100","1198","1199"
"92.124.143.26","elite","AS12389","RU","OJSC Sibirtelecom","92","OJSC Sibirtelecom","1080","socks5","1064","2","2023-03-09T11:01:23.762Z","51","570","1107"
"47.90.202.21","elite","AS45102","US","Alibaba.com LLC","79","ALICLOUD-US","24005","socks5","962","2","2023-03-09T11:04:11.068Z","62","683","1099"
"109.195.187.178","elite","AS52207","RU","CJSC \"ER-Telecom Holding\" Tula branch","63","JSC \"ER-Telecom Holding\" Tula Branch","9150","socks5","1190","2","2023-03-09T11:06:52.339Z","100","1206","1209"
"51.83.116.5","elite","AS16276","FR","OVH SAS","5","OVH","18543","socks5","1196","2","2023-03-09T11:06:55.700Z","100","1129","1129"
"157.185.170.32","elite","AS54994","US","Quantil Networks Inc","73","Quantil Networks Inc","26589","socks5","1023","2","2023-03-09T11:04:56.886Z","100","1086","1088"
"198.199.76.62","elite","AS14061","US","DigitalOcean, LLC","81","Digital Ocean","40073","socks5","998","2","2023-03-09T11:01:22.085Z","100","1121","1123"
"190.214.50.158","elite","AS28006","EC","Corporacion Nacional De Telecomunicaciones - CNT EP","176","Comite De LA Unidad De Hemodialisis De LA Provinci","55617","socks5","1170","2","2023-03-09T11:06:29.358Z","99","1103","1110"
"66.33.213.3","elite","AS26347","US","New Dream Network, LLC","80","New Dream Network, LLC","15891","socks5","1153","2","2023-03-09T11:02:34.267Z","100","1190","1191"
"51.15.201.113","elite","AS12876","FR","SCALEWAY","1","ONLINE","15713","socks5","1076","2","2023-03-09T11:03:29.408Z","95","1084","1147"
"38.127.179.249","elite","AS174","US","Cogent Communications","83","Torlandia Trading SRL","11537","socks5","1214","2","2023-03-09T11:06:55.372Z","100","1150","1151"
"138.197.208.93","elite","AS14061","US","DigitalOcean, LLC","152","Digital Ocean","5292","socks5","506","2","2023-03-09T11:02:36.333Z","99","1200","1208"
"41.66.252.134","elite","AS29614","GH","Vodafone Ghana","129","MEO Serv Comunicacpera Mult SA","53281","socks5","1119","2","2023-03-09T11:07:42.127Z","97","1118","1148"
"49.75.17.108","elite","AS4134","CN","Chinanet","230","Chinanet JS","44844","socks5","1118","2","2023-03-09T11:03:14.654Z","80","873","1088"
"37.99.224.225","elite","AS48500","IT","INC-LOW","33","N/A","7497","socks5","877","2","2023-03-09T11:01:05.113Z","99","1142","1158"
"47.106.21.38","elite","AS37963","CN","Hangzhou Alibaba Advertising Co","212","Aliyun Computing Co., LTD","7891","socks5","1117","2","2023-03-09T11:03:05.728Z","92","1049","1139"
"185.247.226.94","elite","AS200651","GB","Flokinet Ltd","54","Flokinet Ltd","16049","socks5","1182","2","2023-03-09T11:02:04.686Z","100","1207","1207"
"212.83.143.147","elite","AS12876","FR","Online S.A.S.","1","ONLINE","50119","socks5","976","2","2023-03-09T11:04:24.224Z","100","1182","1187"
"185.25.119.57","elite","AS200000","UA","Hosting Ukraine LTD","39","new Hosting","7497","socks5","1109","2","2023-03-09T11:03:31.746Z","100","1132","1135"
"43.153.55.253","elite","AS132203","US","Shenzhen Tencent Computer Systems Company Limited","148","Tencent Cloud Computing","443","socks5","1177","2","2023-03-09T11:01:31.639Z","49","572","1160"
"43.134.225.110","elite","AS132203","SG","Aceville Pte.ltd","314","N/A","443","socks5","1108","2","2023-03-09T11:05:05.020Z","76","881","1161"
"170.150.159.18","elite","AS27901","CL","Pacifico Cable SPA.","203","Pacifico Cable SPA","3389","socks5","982","2","2023-03-09T11:04:57.430Z","99","1168","1175"
"120.79.112.57","elite","AS37963","CN","Hangzhou Alibaba Advertising Co","210","Aliyun Computing Co., LTD","51281","socks5","1040","2","2023-03-09T11:01:41.500Z","91","1069","1178"
"36.94.47.62","elite","AS7713","ID","PT. Telekomunikasi Indonesia","213","Telekomunikasi Indonesia","4480","socks5","1072","1","2023-03-09T11:06:35.964Z","100","1200","1203"
"91.226.35.37","elite","AS56622","UA","DVS-Sat LLC","36","DVS-Sat LLC","5678","socks5","1205","1","2023-03-09T11:07:55.499Z","97","1177","1209"
"109.234.39.199","elite","AS207651","NL","Hosting technology LTD","11","Vdsina","26115","socks5","1069","1","2023-03-09T11:01:04.994Z","100","1203","1203"
"195.2.71.201","elite","AS48282","RU","VDSINA","45","N/A","16072","socks5","1055","1","2023-03-09T11:04:08.098Z","82","986","1199"
"178.128.221.243","elite","AS14061","SG","DigitalOcean, LLC","149","Digitalocean","26323","socks5","1239","1","2023-03-09T11:07:02.980Z","99","1196","1209"
"157.90.206.227","elite","AS24940","DE","Hetzner Online GmbH","16","Hetzner","1080","socks5","1244","1","2023-03-09T11:07:37.866Z","80","966","1210"
"116.118.48.140","elite","AS63760","VN","AZDIGI Corporation","206","N/A","33739","socks5","1159","1","2023-03-09T11:06:24.516Z","99","1187","1198"
"20.205.32.51","elite","AS8075","HK","Microsoft Corporation","178","Microsoft Azure Cloud (eastasia)","39149","socks5","1056","1","2023-03-09T11:02:05.296Z","92","1106","1197"
"1.1.1.18","elite","AS13335","AU","Cloudflare, Inc","1","APNIC and Cloudflare DNS Resolver project","80","socks5","1063","1","2023-03-09T11:01:21.143Z","100","1208","1208"
"101.34.29.74","elite","AS45090","CN","Shenzhen Tencent Computer Systems Company Limited","185","Tencent Cloud Computing (Beijing) Co., Ltd","2080","socks5","1040","1","2023-03-09T11:02:05.324Z","59","708","1198"
"110.87.13.5","elite","AS4134","CN","Chinanet","202","Chinanet FJ","23456","socks5","1231","1","2023-03-09T11:07:17.453Z","51","610","1198"
"185.200.38.235","elite","AS202561","TR","High Speed Telekomunikasyon ve Hab. Hiz. Ltd. Sti.","68","High Speed Telekomunikasyon ve Hab. Hiz. Ltd. Sti","10820","socks5","1123","1","2023-03-09T11:04:49.076Z","60","724","1209"
"81.91.157.134","elite","AS206065","IR","Farabord Dadeh Haye Iranian Co.","96","N/A","5678","socks5","1187","1","2023-03-09T11:06:39.183Z","97","1177","1209"
"110.78.147.184","elite","AS131090","TH","CAT-BB","180","N/A","8080","socks5","1149","1","2023-03-09T11:03:03.919Z","79","950","1209"
"1.116.73.168","elite","AS45090","CN","China Internet Network Information Center","182","Tencent cloud computing (Beijing) Co., Ltd.","8989","socks5","1170","1","2023-03-09T11:05:17.396Z","97","1156","1196"
"112.250.106.50","elite","AS4837","CN","China Unicom CHINA169 Shandong Province Network","173","N/A","7302","socks5","1298","1","2023-03-09T11:07:46.106Z","97","1163","1204"
"188.241.45.142","elite","AS199335","GB","Talk Straight Ltd.","16","N/A","2021","socks5","1181","1","2023-03-09T11:04:12.295Z","100","1205","1208"
"101.231.66.130","elite","AS4812","CN","China Telecom (Group)","259","Chinanet SH","80","socks5","1072","1","2023-03-09T11:01:37.043Z","100","1200","1203"
"31.134.99.130","elite","AS56656","SK","DetronicsRoute","37","Detronics s.r.o.","1080","socks5","1095","1","2023-03-09T11:03:17.456Z","99","1191","1204"
"119.13.78.93","elite","AS136907","HK","Huawei International Pte. LTD","261","N/A","1080","socks5","1142","1","2023-03-09T11:03:13.262Z","74","894","1204"
"176.114.131.200","elite","AS43274","RU","Teleradiocompany Teleos-1 Ltd","106","Teleos","1080","socks5","719","1","2023-03-09T11:07:14.760Z","96","1162","1210"
"89.147.205.150","elite","AS39397","AZ","AZSTARNET","94","N/A","3128","socks5","954","1","2023-03-09T11:02:56.541Z","99","1183","1199"
"206.189.15.100","elite","AS14061","NL","DigitalOcean, LLC","17","DigitalOcean, LLC","54330","socks5","1111","1","2023-03-09T11:05:30.592Z","100","1209","1209"
"167.86.92.113","elite","AS51167","DE","Contabo GmbH","18","Contabo GmbH","53526","socks5","1213","1","2023-03-09T11:07:21.712Z","100","1198","1198"
"159.138.47.215","elite","AS136907","HK","Huawei International Pte. Ltd.","246","N/A","1080","socks5","950","1","2023-03-09T11:04:51.302Z","91","1096","1208"
"146.56.191.240","elite","AS31898","KR","Oracle Corporation","356","Oracle Cloud Infrastructure (ap-seoul-1)","44884","socks5","944","1","2023-03-09T11:02:50.028Z","99","1185","1198"
"31.128.248.2","elite","AS208139","UA","ISP Avator","40","\"Merlin-Telekom\" LLC","1080","socks5","858","1","2023-03-09T11:06:13.687Z","97","1176","1210"
"117.88.247.198","elite","AS4134","CN","Chinanet","203","Chinanet JS","44844","socks5","1057","1","2023-03-09T11:04:40.517Z","49","587","1198"
"23.91.98.130","elite","AS135377","HK","Zenlayer Inc","187","UCLOUD","56666","socks5","1048","1","2023-03-09T11:03:57.569Z","98","1188","1210"
"195.239.7.182","elite","AS3216","RU","PJSC \"Vimpelcom\"","80","SoVaMTeLePoRT P2P","29895","socks5","1231","1","2023-03-09T11:06:24.511Z","40","477","1196"
"101.42.107.214","elite","AS45090","CN","Shenzhen Tencent Computer Systems Company Limited","225","Tencent Cloud Computing (Beijing) Co., Ltd","2080","socks5","1152","1","2023-03-09T11:05:18.067Z","96","1160","1210"
"106.75.173.225","elite","AS136958","CN","UCLOUD","210","Shanghai UCloud Information Technology Company Limited","999","socks5","838","1","2023-03-09T11:07:50.196Z","40","482","1195"
"178.154.228.16","elite","AS200350","RU","Yandex Cloud","47","N/A","9050","socks5","1088","1","2023-03-09T11:04:39.160Z","100","1209","1210"
"188.165.196.197","elite","AS16276","FR","OVH SAS","4","OVH ISP","56691","socks5","1054","1","2023-03-09T11:01:21.770Z","98","1173","1196"
"221.225.152.167","elite","AS4134","CN","CHINANET jiangsu province network","207","N/A","24166","socks5","1086","1","2023-03-09T11:02:05.323Z","66","792","1196"
"165.154.227.154","elite","AS142002","TW","Scloud Pte Ltd","220","Scloud Pte Ltd","25031","socks5","1116","1","2023-03-09T11:05:52.113Z","100","1208","1210"
"119.13.125.238","elite","AS136907","HK","Huawei International Pte. LTD","249","N/A","1080","socks5","1223","1","2023-03-09T11:06:36.769Z","92","1115","1209"
"91.105.163.245","elite","AS21127","RU","ZSTTK","75","JSC Zap-Sib TransTeleCom","1080","socks5","1104","1","2023-03-09T11:07:21.288Z","100","1195","1196"
"113.77.243.96","elite","AS4134","CN","Chinanet","211","Chinanet GD","8118","socks5","699","1","2023-03-09T11:04:51.756Z","42","506","1195"
"51.38.32.239","elite","AS16276","FR","OVH SAS","5","OVH","34130","socks5","1080","1","2023-03-09T11:01:21.768Z","100","1208","1209"
"209.141.33.219","elite","AS53667","US","FranTech Solutions","139","FranTech Solutions","9092","socks5","1210","1","2023-03-09T11:06:39.188Z","100","1195","1195"
"190.210.186.241","elite","AS16814","AR","NSS S.A.","224","Argentina Virtual Networks","80","socks5","528","1","2023-03-09T11:08:02.073Z","99","1189","1195"
"89.33.8.118","elite","AS9009","RO","M247 Europe SRL","70","M247 Europe SRL","11221","socks5","1142","1","2023-03-09T11:04:28.234Z","98","1186","1210"
"159.89.163.128","elite","AS14061","IN","DigitalOcean, LLC","140","DigitalOcean, LLC","7497","socks5","1315","1","2023-03-09T11:05:20.028Z","95","1155","1210"
"113.160.188.21","elite","AS45899","VN","VietNam Post and Telecom Corporation","210","Vietnam Posts and Telecommunications Group","1080","socks5","488","1","2023-03-09T11:08:03.337Z","89","1071","1208"
"75.119.203.166","elite","AS26347","US","New Dream Network, LLC","151","New Dream Network, LLC","32238","socks5","1216","1","2023-03-09T11:07:07.535Z","100","1195","1195"
"67.213.212.16","elite","AS32780","US","Hosting Services, Inc.","73","Hosting Services, Inc.","16676","socks5","347","1","2023-03-09T11:08:13.185Z","100","1192","1193"
"146.145.199.100","elite","AS7029","US","Windstream Communications LLC","86","Colo16","8080","socks5","1172","1","2023-03-09T11:07:35.282Z","99","1200","1210"
"178.47.139.50","elite","AS12389","RU","PJSC Rostelecom","82","Static distribution IPs for broadband services","8080","socks5","1014","1","2023-03-09T11:06:05.760Z","92","1101","1193"
"112.45.121.199","elite","AS139080","CN","China Mobile Communications Corporation","279","China Mobile Communications Corporation","8123","socks5","868","1","2023-03-09T11:02:22.255Z","97","1161","1194"
"5.11.17.230","elite","AS42705","IQ","talia.net","78","Talia Ltd","1080","socks5","1142","1","2023-03-09T11:03:38.151Z","99","1198","1208"
"222.94.90.178","elite","AS4134","CN","Chinanet","234","Chinanet JS","23456","socks5","1128","1","2023-03-09T11:03:04.605Z","54","648","1209"
"66.33.210.111","elite","AS26347","US","New Dream Network, LLC","83","New Dream Network, LLC","17567","socks5","1221","1","2023-03-09T11:05:53.371Z","100","1191","1193"
"159.69.204.95","elite","AS24940","DE","Hetzner Online GmbH","14","Hetzner","9100","socks5","962","1","2023-03-09T11:03:26.571Z","100","1193","1193"
"5.135.22.221","elite","AS16276","GB","OVH SAS","9","Tatarka Maciej","7497","socks5","1072","1","2023-03-09T11:06:53.472Z","100","1210","1210"
"111.1.36.166","elite","AS56041","CN","China Mobile communications corporation","390","China Mobile","82","socks5","1126","1","2023-03-09T11:06:07.164Z","91","1080","1193"
"185.139.69.118","elite","AS204997","RU","First Server Limited","53","Firstbyte Hosting","20997","socks5","846","1","2023-03-09T11:06:13.293Z","97","1159","1192"
"46.101.159.153","elite","AS14061","DE","DigitalOcean, LLC","22","Digital Ocean","52570","socks5","1213","1","2023-03-09T11:07:37.523Z","100","1209","1209"
"5.135.178.11","elite","AS16276","FR","OVH SAS","4","OVH","11624","socks5","1012","1","2023-03-09T11:02:26.969Z","100","1209","1209"
"111.61.73.175","elite","AS24547","CN","China Mobile communications corporation","462","China Mobile","7302","socks5","1243","1","2023-03-09T11:05:29.554Z","83","1003","1210"
"82.165.137.115","elite","AS8560","DE","IONOS","8","N/A","7061","socks5","1157","1","2023-03-09T11:03:18.127Z","100","1208","1209"
"67.210.146.50","elite","AS17306","US","JAB Wireless","122","Rhino Communications","11080","socks5","1073","1","2023-03-09T11:04:24.923Z","97","1175","1210"
"75.119.203.32","elite","AS26347","US","New Dream Network, LLC","151","New Dream Network, LLC","52186","socks5","1185","1","2023-03-09T11:06:46.326Z","100","1192","1192"
"195.154.49.91","elite","AS12876","FR","Online SAS","1","N/A","10423","socks5","977","1","2023-03-09T11:01:47.853Z","100","1191","1191"
"103.110.84.199","elite","AS63760","VN","Representative office of AZDIGI Corporation","207","VPDD-AZDIGI","7497","socks5","1069","1","2023-03-09T11:07:32.598Z","50","600","1209"
"158.69.122.75","elite","AS16276","CA","OVH SAS","83","OVH Hosting, Inc.","12222","socks5","1203","1","2023-03-09T11:05:51.087Z","100","1193","1193"
"39.108.139.217","elite","AS37963","CN","Hangzhou Alibaba Advertising Co","216","Aliyun Computing Co., LTD","11188","socks5","1156","1","2023-03-09T11:05:18.956Z","95","1131","1192"
"124.126.18.167","elite","AS4847","CN","China Networks Inter-Exchange","163","Ritele","8000","socks5","1308","1","2023-03-09T11:05:21.935Z","97","1168","1209"
"134.209.111.155","elite","AS14061","SG","DigitalOcean, LLC","171","DigitalOcean, LLC","7497","socks5","1012","1","2023-03-09T11:01:21.771Z","100","1205","1209"
"74.33.175.72","elite","AS5650","US","Frontier Communications Solutions","105","ADSL Frontier Communications Plymouth NY","8080","socks5","452","1","2023-03-09T11:08:01.147Z","98","1174","1192"
"124.167.249.234","elite","AS4837","CN","CNC Group CHINA169 Shan1xi Province Network","286","N/A","7300","socks5","523","1","2023-03-09T11:05:47.661Z","97","1151","1191"
"58.210.196.42","elite","AS4134","CN","Chinanet","232","Changshu Debang Logistics Co., Ltd.","7302","socks5","1075","1","2023-03-09T11:01:58.687Z","97","1170","1209"
"75.119.202.104","elite","AS26347","US","New Dream Network, LLC","151","New Dream Network, LLC","32524","socks5","1050","1","2023-03-09T11:05:56.016Z","100","1191","1191"
"117.86.138.13","elite","AS4134","CN","Chinanet","234","Chinanet JS","20012","socks5","227","1","2023-03-09T11:08:06.751Z","94","1121","1191"
"212.129.42.252","elite","AS12876","FR","Online S.A.S.","1","ONLINE","60111","socks5","975","1","2023-03-09T11:04:36.168Z","100","1208","1208"
"217.115.115.236","elite","AS30900","IE","Sternforth Ltd. trading as WebWorld","25","Webworld","50702","socks5","1120","1","2023-03-09T11:07:27.810Z","93","1119","1209"
"176.31.226.57","elite","AS16276","FR","OVH SAS","4","OVH ISP","53499","socks5","886","1","2023-03-09T11:02:11.328Z","100","1208","1208"
"83.142.126.147","elite","AS34169","PL","Media-Com Sp. z o.o.","30","Media-Com Sp. z o.o.","80","socks5","1144","1","2023-03-09T11:05:50.696Z","99","1183","1190"
"82.115.16.167","elite","AS212552","DE","BitCommand LLC","16","BitCommand LLC","3005","socks5","1108","1","2023-03-09T11:05:27.688Z","98","1176","1204"
"43.132.165.196","elite","AS132203","HK","Shenzhen Tencent Computer Systems Company Limited","301","Tencent Cloud Computing","16051","socks5","1079","1","2023-03-09T11:05:06.029Z","99","1202","1209"
"46.105.108.208","elite","AS16276","FR","OVH SAS","4","OVH ISP","28477","socks5","1023","1","2023-03-09T11:05:09.364Z","100","1205","1205"
"176.102.70.102","elite","AS41929","RU","Sistemy Svyazi Llc","59","Sistemy Svyazi Llc","1080","socks5","316","1","2023-03-09T11:04:53.793Z","100","1203","1209"
"50.116.60.215","elite","AS63949","US","Akamai Technologies, Inc.","79","Linode","7497","socks5","1069","1","2023-03-09T11:04:16.676Z","100","1202","1204"
"95.216.243.254","elite","AS24940","FI","Hetzner Online GmbH","41","HETZNER-DC","5454","socks5","988","1","2023-03-09T11:02:30.312Z","100","1208","1209"
"203.176.129.79","elite","AS38235","KH","Angkor Data Communication","187","Mekongnet","33427","socks5","495","1","2023-03-09T11:08:10.229Z","97","1167","1204"
"192.99.221.162","elite","AS16276","US","OVH Hosting","85","N/A","1080","socks5","1153","1","2023-03-09T11:05:05.024Z","91","1100","1210"
"113.176.118.150","elite","AS45899","VN","VNPT","276","Vietnam Posts and Telecommunications Group","1080","socks5","866","1","2023-03-09T11:02:02.639Z","99","1193","1203"
"185.200.38.236","elite","AS202561","TR","High Speed Telekomunikasyon ve Hab. Hiz. Ltd. Sti.","68","High Speed Telekomunikasyon ve Hab. Hiz. Ltd. Sti","10820","socks5","805","1","2023-03-09T11:07:13.644Z","99","1197","1209"
"132.148.155.12","elite","AS398101","US","GoDaddy.com, LLC","139","GoDaddy.com, LLC","59028","socks5","758","1","2023-03-09T11:04:15.662Z","91","1087","1198"
"167.235.228.202","elite","AS24940","DE","Hetzner Online GmbH","16","Hetzner Online GmbH","5208","socks5","1147","1","2023-03-09T11:04:47.649Z","88","1060","1210"
"181.5.222.113","elite","AS7303","AR","Telecom Argentina S.A.","523","Telecom Personal Bs","1080","socks5","959","1","2023-03-09T11:04:45.873Z","30","361","1198"
"91.200.115.49","elite","AS48957","UA","Joint Ukrainian American Enterprise \"Telecommunications Resource Center\" ltd","33","Integra-Media Ltd","1080","socks5","1006","1","2023-03-09T11:04:47.611Z","61","738","1209"
"112.105.12.160","elite","AS18049","TW","TINP","245","Digital United Inc.","1111","socks5","926","1","2023-03-09T11:04:53.312Z","99","1187","1198"
"209.97.176.112","elite","AS14061","GB","DigitalOcean, LLC","15","DigitalOcean, LLC","11793","socks5","1121","1","2023-03-09T11:02:45.177Z","100","1210","1211"
"149.28.155.28","elite","AS20473","SG","The Constant Company","230","Vultr Holdings, LLC","62963","socks5","893","1","2023-03-09T11:02:20.002Z","96","1153","1199"
"113.86.204.187","elite","AS4134","CN","Chinanet","294","Chinanet GD","44844","socks5","1063","1","2023-03-09T11:02:17.492Z","66","803","1209"
"103.47.253.58","elite","AS133918","MY","Suria Data Centre Sdn. Bhd.","169","Suria Data Centre Sdn. Bhd","50550","socks5","875","1","2023-03-09T11:01:48.138Z","100","1194","1198"
"103.213.118.46","elite","AS38750","ID","Telemedia Dinamika Sarana","163","TDS PLB Dedicated","1080","socks5","1002","1","2023-03-09T11:01:13.027Z","98","1190","1209"
"198.211.99.26","elite","AS14061","US","DigitalOcean, LLC","84","Digital Ocean","9300","socks5","1084","1","2023-03-09T11:01:20.531Z","100","1197","1198"
"95.105.43.188","elite","AS24955","RU","JSC \"Ufanet\"","67","JSC Ufanet","1080","socks5","1020","1","2023-03-09T11:02:26.968Z","21","259","1208"
"111.90.158.144","elite","AS45839","MY","Shinjiru Technology Sdn Bhd","170","Shinjiru Technology Sdn Bhd","19963","socks5","1117","1","2023-03-09T11:03:15.373Z","99","1183","1198"
"138.197.138.160","elite","AS14061","CA","DigitalOcean, LLC","94","DigitalOcean, LLC","10181","socks5","959","1","2023-03-09T11:07:28.966Z","100","1208","1210"
"109.73.38.156","elite","AS29226","RU","Mastertel ISP","47","N/A","1080","socks5","798","1","2023-03-09T11:07:15.506Z","100","1195","1197"
"147.139.199.251","elite","AS45102","ID","Alibaba.com LLC","161","ALICLOUD-ID","61524","socks5","927","1","2023-03-09T11:06:58.637Z","100","1204","1209"
"43.240.113.89","elite","AS38794","TH","United Information Highway Co., Ltd.","175","United Information Highway Co., Ltd","47620","socks5","1190","1","2023-03-09T11:04:17.724Z","98","1169","1197"
"54.38.242.224","elite","AS16276","FR","OVH SAS","5","OVH","31143","socks5","1112","1","2023-03-09T11:04:02.291Z","100","1208","1209"
"201.222.55.18","elite","AS28103","PY","TECNOLOGIA EN ELECTRONICA E INFORMATICA SOCIEDAD ANONIMA (T.E.I.S.A)","257","TECNOLOGIA EN ELECTRONICA E INFORMATICA SOCIEDAD ANONIMA (T.E.I.S.A)","8080","socks5","946","1","2023-03-09T11:07:44.837Z","99","1185","1196"
"119.28.74.177","elite","AS132203","HK","ComsenzNet","244","Tencent cloud computing (Beijing) Co., Ltd.","10004","socks5","1092","1","2023-03-09T11:07:23.090Z","100","1207","1210"
"147.182.229.154","elite","AS14061","US","DigitalOcean, LLC","153","DigitalOcean, LLC","7497","socks5","1022","1","2023-03-09T11:02:04.075Z","89","1064","1197"
"119.82.226.232","elite","AS24213","ID","PT. Arsen Kusuma Indonesia","194","N/A","7497","socks5","1096","1","2023-03-09T11:04:19.796Z","99","1195","1211"
"58.236.162.216","elite","AS9318","KR","SK Broadband Co Ltd","249","broadNnet","1080","socks5","995","1","2023-03-09T11:02:26.630Z","99","1190","1196"
"122.224.220.90","elite","AS4134","CN","Chinanet","191","N/A","7302","socks5","1213","1","2023-03-09T11:06:33.674Z","96","1159","1208"
"45.86.66.145","elite","AS35913","US","DediPath","142","DediPath LLC","8089","socks5","1138","1","2023-03-09T11:03:01.488Z","23","275","1196"
"217.115.115.247","elite","AS30900","IE","Sternforth Ltd. trading as WebWorld","25","Webworld","56792","socks5","1131","1","2023-03-09T11:06:26.561Z","91","1097","1209"
"140.83.52.194","elite","AS31898","JP","Oracle Corporation","235","Oracle Cloud Infrastructure (ap-osaka-1)","59793","socks5","1300","1","2023-03-09T11:05:45.459Z","100","1194","1195"
"47.98.151.6","elite","AS37963","CN","Hangzhou Alibaba Advertising Co","219","Aliyun Computing Co., LTD","16144","socks5","46","1","2023-03-09T11:08:11.569Z","98","1184","1209"
"95.106.133.43","elite","AS12389","RU","Macroregional Center","68","Rostelecom Ltd.","8080","socks5","1115","1","2023-03-09T11:05:29.527Z","36","436","1195"
"220.163.83.250","elite","AS4134","CN","Chinanet","229","Chinanet YN","7302","socks5","874","1","2023-03-09T11:02:48.995Z","89","1078","1210"
"66.29.128.245","elite","AS22612","US","Namecheap, Inc.","133","Namecheap, Inc.","37228","socks5","1075","1","2023-03-09T11:06:20.574Z","100","1196","1196"
"75.119.204.158","elite","AS26347","US","New Dream Network, LLC","151","New Dream Network, LLC","42863","socks5","1036","1","2023-03-09T11:04:53.308Z","100","1206","1209"
"178.32.47.218","elite","AS16276","BE","OVH ISP","4","OVH BE","38650","socks5","1079","1","2023-03-09T11:02:13.324Z","100","1194","1194"
"138.201.140.125","elite","AS24940","DE","Hetzner Online GmbH","16","Hetzner","15976","socks5","935","1","2023-03-09T11:04:37.962Z","100","1209","1209"
"23.225.14.198","elite","AS40065","US","Cnservers LLC","142","CloudRadium L.L.C","59774","socks5","1136","1","2023-03-09T11:06:15.361Z","93","1106","1195"
"103.74.121.46","elite","AS135967","VN","Branch of BachKim Network solutions jsc","206","Branch of BachKim Network solutions","24162","socks5","812","1","2023-03-09T11:08:02.332Z","99","1198","1209"
